,f,TL
0,377.0,11.335821717860707
1,397.28859060402687,8.483729356127272
2,417.5771812080537,8.88794916267197
3,437.86577181208054,9.805285417288538
4,458.1543624161074,8.770660409346085
5,478.44295302013427,8.771772334448269
6,498.7315436241611,10.167501927498295
7,519.020134228188,9.931142305683645
8,539.3087248322148,10.311221136480341
9,559.5973154362416,11.791441687318272
10,579.8859060402685,12.22437194321137
11,600.1744966442953,12.606497112691486
12,620.4630872483222,13.761160462838141
13,640.7516778523491,13.634667838690538
14,661.0402684563759,13.531084746257495
15,681.3288590604027,13.884604795057596
16,701.6174496644296,13.324551484802072
17,721.9060402684564,12.589328326539935
18,742.1946308724832,12.628337151624295
19,762.4832214765102,11.425798967263187
20,782.771812080537,11.007971697386758
21,803.0604026845638,12.125604710999497
22,823.3489932885907,11.638937715435107
23,843.6375838926175,10.539108767199652
24,863.9261744966443,10.747496771057163
25,884.2147651006712,10.691797475203575
26,904.503355704698,10.877788730326607
27,924.7919463087248,11.619672861471974
28,945.0805369127518,12.70304052584628
29,965.3691275167786,13.53690746407202
30,985.6577181208054,15.07440327826403
31,1005.9463087248323,17.003382403470766
32,1026.2348993288592,18.64476207803312
33,1046.523489932886,21.503778453848852
34,1066.8120805369128,25.03933005398009
35,1087.1006711409395,27.093221517201293
36,1107.3892617449665,30.08698007675443
37,1127.6778523489934,33.39982436612694
38,1147.9664429530203,32.49101382466888
39,1168.255033557047,33.10244057834082
40,1188.543624161074,31.04710712830598
41,1208.8322147651006,27.388508680240502
42,1229.1208053691275,24.99551249153127
43,1249.4093959731545,22.06277192630161
44,1269.6979865771814,18.45888702053124
45,1289.986577181208,16.75771205182182
46,1310.275167785235,14.851300637596482
47,1330.5637583892617,12.583982882073691
48,1350.8523489932886,11.576842907342114
49,1371.1409395973155,10.617727185557102
50,1391.4295302013425,8.920651548700238
51,1411.7181208053692,8.606344573703606
52,1432.006711409396,8.005968526178416
53,1452.295302013423,6.913657703397158
54,1472.5838926174497,6.661371526044746
55,1492.8724832214766,6.521758582476793
56,1513.1610738255035,5.651978942768547
57,1533.4496644295302,5.571706979551743
58,1553.7382550335572,5.2914381289008405
59,1574.026845637584,4.657882690091489
60,1594.3154362416108,4.590210165723067
61,1614.6040268456377,4.619777860194217
62,1634.8926174496646,3.9882352005098114
63,1655.1812080536913,3.986938499848589
64,1675.4697986577182,3.9556914592020362
65,1695.7583892617452,3.5746469869208717
66,1716.0469798657718,3.514881624633431
67,1736.3355704697988,3.6835694497007507
68,1756.6241610738257,3.239331699535086
69,1776.9127516778524,3.2200287708969624
70,1797.2013422818793,4.767553433039398
71,1817.4899328859062,3.069839391824102
72,1837.778523489933,3.0057023513711636
73,1858.0671140939598,3.07463471409474
74,1878.3557046979868,2.841665025438541
75,1898.6442953020135,2.570051023389907
76,1918.9328859060404,2.80134623155925
77,1939.2214765100673,2.681355817371042
78,1959.510067114094,2.4610813888971443
79,1979.798657718121,2.914524725613421
80,2000.0872483221478,2.68128416234998
81,2020.3758389261745,2.458823220690536
82,2040.6644295302015,2.5515727494506506
83,2060.9530201342286,2.586586648557085
84,2081.241610738255,2.194398425000329
85,2101.530201342282,2.5106988557122634
86,2121.818791946309,2.352209129573493
87,2142.1073825503354,2.1929367752085427
88,2162.3959731543628,2.4070769589782914
89,2182.6845637583892,2.3687966244459
90,2202.973154362416,2.1181160228931377
91,2223.261744966443,2.3350442197186347
92,2243.55033557047,2.241509932496399
93,2263.838926174497,2.132051388235352
94,2284.1275167785234,2.127035680921603
95,2304.4161073825508,2.2231645870224446
96,2324.7046979865772,1.9505925233206312
97,2344.993288590604,2.0836506279272253
98,2365.281879194631,2.0544301147666824
99,2385.570469798658,1.947144260688809
100,2405.859060402685,1.8554438202567032
101,2426.1476510067114,1.9679274811539398
102,2446.4362416107383,1.7727236670077677
103,2466.7248322147652,1.6441918727362266
104,2487.013422818792,1.7236404931245353
105,2507.302013422819,1.7463216737857108
106,2527.590604026846,1.6775729375808914
107,2547.8791946308725,1.7300875788515646
108,2568.1677852348994,1.759753064736802
109,2588.4563758389263,1.5987013903526717
110,2608.7449664429532,1.7042524036775855
111,2629.03355704698,1.6642539667539127
112,2649.322147651007,1.5978415756259432
113,2669.6107382550335,1.550884624086458
114,2689.8993288590605,1.6522044967902407
115,2710.1879194630874,1.5012613198423388
116,2730.4765100671143,1.542404757893609
117,2750.765100671141,1.5592164510130018
118,2771.053691275168,1.5656930654531378
119,2791.3422818791946,1.5366374420691322
120,2811.6308724832215,1.6920505420367213
121,2831.9194630872485,1.6439936391627328
122,2852.2080536912754,1.5744689879516083
123,2872.4966442953023,1.5797776147434854
124,2892.785234899329,1.617942045967703
125,2913.0738255033557,1.5451920281907283
126,2933.3624161073826,1.4771573122969812
127,2953.6510067114095,1.4707305089268297
128,2973.9395973154365,1.2870217777235058
129,2994.2281879194634,1.3197661806437662
130,3014.5167785234903,1.3971716599315078
131,3034.805369127517,1.4009967859745238
132,3055.0939597315437,1.3619886403578905
133,3075.3825503355706,1.4920865305423014
134,3095.6711409395975,1.5281813366779637
135,3115.9597315436245,1.5771730474111376
136,3136.2483221476514,1.7077924161163536
137,3156.5369127516783,1.8540597247618906
138,3176.8255033557048,1.8884852856931744
139,3197.1140939597317,1.8778813672536452
140,3217.4026845637586,2.010743718782714
141,3237.6912751677855,1.9953039377286985
142,3257.9798657718125,2.0614659300111917
143,3278.2684563758394,2.274820024066964
144,3298.557046979866,2.4134600764510212
145,3318.8456375838928,2.3266934551234235
146,3339.1342281879197,2.2355073352047135
147,3359.4228187919466,2.186239679034169
148,3379.7114093959735,1.9861066558257878
149,3400.0,1.5975566375353445
